AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
2514,978,"Kiran Bhat",65,M,A1
2515,978,"Karthik Shetty",21,M,A2
2516,979,"Arun Gowda",20,M,A1
2517,979,"Pradeep Joshi",35,M,A2
2518,980,"Anil Rao",34,M,A1
2519,980,"Arun Joshi",25,M,A2
2520,980,"Rakesh Rao",21,M,A3
2521,981,"Rakesh Kulkarni",33,M,A1
2522,981,"Santosh Bhat",55,M,A2
2523,981,"Rashmi Gowda",33,T,A3
2524,982,"Prakash Kulkarni",48,M,A1
2525,983,"Shilpa Hiremath",24,F,A1
2526,984,"Sudeep Shetty",24,M,A1
2527,984,"Arun Gowda",25,M,A2
2528,984,"Ramesh Hiremath",30,M,A3
2529,984,"Santosh Hegde",32,M,A4
2530,985,"Sahana Hiremath",21,F,A1
2531,985,"Santosh Joshi",29,M,A2
2532,985,"Puneeth Kulkarni",21,M,A3
2533,986,"Nithin Yadav",26,M,A1
2534,987,"Prakash Reddy",26,M,A1
2535,987,"Sunil Singh",65,M,A2
2536,988,"Sudeep Bhat",46,M,A1
2537,988,"Ramesh Patil",26,M,A2
2538,989,"Darshan Hegde",29,M,A1
2539,989,"Shivakumar Naik",46,M,A2
2540,989,"Suresh Kulkarni",33,T,A3
2541,990,"Sahana Joshi",45,F,A1
2542,991,"Puneeth Naik",28,M,A1
2543,992,"Abhishek Gowda",27,M,A1
2544,992,"Suresh Hiremath",27,M,A2
2545,993,"Sudeep Kumar",26,M,A1
2546,994,"Vinay Desai",19,M,A1
2547,994,"Basavaraj Naik",32,M,A2
2548,994,"Suresh Singh",31,M,A3
2549,994,"Rekha Shetty",31,F,A4
2550,995,"Basavaraj Hegde",22,M,A1
2551,995,"Suresh Kulkarni",41,M,A2
2552,996,"Darshan Kulkarni",30,M,A1
2553,997,"Mahesh Sharma",21,M,A1
2554,997,"Vijay Joshi",27,M,A2
2555,997,"Pradeep Gowda",22,M,A3
2556,998,"Pradeep Rao",45,M,A1
2557,998,"Vijay Naik",24,M,A2
2558,999,"Anil Patil",21,M,A1
2559,999,"Suresh Hiremath",29,M,A2
2560,1000,"Pradeep Hiremath",29,M,A1
2561,1001,"Pooja Joshi",48,F,A1
2562,1001,"Vijay Singh",24,M,A2
2563,1001,"Asha Bhat",32,F,A3
2564,1002,"Pradeep Hiremath",19,M,A1
2565,1002,"Pradeep Rao",29,M,A2
2566,1002,"Santosh Hiremath",27,M,A3
2567,1002,"Abhishek Kumar",21,M,A4
2568,1003,"Sudeep Naik",29,M,A1
2569,1003,"Nithin Hegde",49,M,A2
2570,1003,"Bhagya Kumar",25,F,A3
2571,1004,"Kiran Joshi",23,M,A1
2572,1004,"Vinay Yadav",31,M,A2
2573,1005,"Pradeep Joshi",29,M,A1
2574,1006,"Puneeth Singh",21,M,A1
2575,1007,"Anil Kumar",22,M,A1
2576,1007,"Karthik Reddy",20,M,A2
2577,1007,"Pooja Shetty",25,F,A3
2578,1008,"Anusha Sharma",28,F,A1
2579,1008,"Shivakumar Joshi",30,M,A2
2580,1008,"Vinay Desai",33,M,A3
2581,1009,"Geetha Sharma",61,F,A1
2582,1009,"Rakesh Kumar",27,M,A2
2583,1010,"Sunil Gowda",28,M,A1
2584,1010,"Vijay Singh",33,M,A2
2585,1011,"Pradeep Hegde",22,M,A1
2586,1011,"Vijay Desai",26,M,A2
2587,1011,"Manjunath Gowda",22,M,A3
2588,1012,"Shivakumar Patil",34,M,A1
2589,1012,"Pradeep Gowda",27,M,A2
2590,1012,"Shivakumar Kulkarni",30,M,A3
2591,1012,"Anusha Patil",54,F,A4
2592,1013,"Vijay Desai",60,M,A1
2593,1013,"Abhishek Kumar",24,T,A2
2594,1013,"Sunil Singh",48,M,A3
2595,1013,"Prakash Bhat",64,M,A4
2596,1014,"Pradeep Reddy",32,M,A1
2597,1014,"Basavaraj Shetty",55,M,A2
2598,1014,"Vinay Singh",29,M,A3
2599,1014,"Vijay Kumar",60,M,A4
2600,1015,"Ramya Shetty",64,F,A1
2601,1015,"Arun Rao",43,M,A2
2602,1016,"Shivakumar Bhat",63,M,A1
2603,1017,"Prakash Yadav",63,M,A1
2604,1017,"Vinay Naik",35,M,A2
2605,1018,"Pradeep Sharma",28,M,A1
2606,1018,"Puneeth Reddy",28,M,A2
2607,1018,"Manjunath Patil",30,M,A3
2608,1019,"Sunil Desai",31,M,A1
2609,1019,"Manjunath Patil",47,M,A2
2610,1020,"Vijay Gowda",31,M,A1
2611,1020,"Geetha Yadav",26,F,A2
2612,1021,"Abhishek Singh",27,M,A1
2613,1021,"Kiran Kumar",27,M,A2
2614,1022,"Sudeep Kumar",26,M,A1
2615,1022,"Arun Kumar",31,M,A2
2616,1023,"Nithin Gowda",59,M,A1
2617,1023,"Mahesh Kulkarni",24,M,A2
2618,1023,"Arun Naik",25,M,A3
2619,1023,"Sudeep Bhat",34,M,A4
2620,1024,"Abhishek Singh",34,M,A1
2621,1024,"Prakash Kumar",22,M,A2
2622,1025,"Anil Sharma",22,M,A1
2623,1026,"Darshan Reddy",32,M,A1
2624,1026,"Anil Kumar",33,M,A2
2625,1027,"Mahesh Yadav",59,M,A1
2626,1027,"Ramesh Sharma",21,M,A2
2627,1027,"Shruthi Bhat",47,F,A3
2628,1028,"Anil Singh",26,M,A1
2629,1028,"Shivakumar Hiremath",23,M,A2
2630,1029,"Basavaraj Joshi",33,M,A1
2631,1029,"Santosh Gowda",35,M,A2
2632,1029,"Shivakumar Desai",23,M,A3
2633,1029,"Pradeep Joshi",30,M,A4
2634,1030,"Mahesh Shetty",34,M,A1
2635,1031,"Ramesh Bhat",32,M,A1
2636,1032,"Abhishek Singh",21,M,A1
2637,1033,"Sunil Singh",23,M,A1
2638,1033,"Suma Shetty",23,F,A2
2639,1034,"Sudeep Desai",33,M,A1
2640,1034,"Manjunath Reddy",50,M,A2
2641,1034,"Manjunath Rao",35,M,A3
2642,1035,"Mahesh Patil",22,M,A1
2643,1036,"Vijay Gowda",29,M,A1
2644,1036,"Sudeep Rao",53,M,A2
2645,1036,"Roopa Gowda",23,F,A3
2646,1036,"Vinay Naik",24,M,A4
2647,1037,"Vijay Sharma",31,M,A1
2648,1037,"Sunil Gowda",23,M,A2
2649,1038,"Suresh Yadav",22,M,A1
2650,1038,"Pradeep Patil",22,M,A2
2651,1038,"Rashmi Naik",57,F,A3
2652,1038,"Divya Patil",31,F,A4
2653,1039,"Basavaraj Reddy",32,M,A1
2654,1040,"Ramesh Shetty",35,M,A1
2655,1040,"Arun Naik",30,M,A2
2656,1040,"Mahesh Gowda",18,M,A3
2657,1041,"Shivakumar Gowda",31,M,A1
2658,1042,"Anil Sharma",32,M,A1
2659,1042,"Pooja Hegde",20,T,A2
2660,1043,"Prakash Bhat",32,M,A1
2661,1044,"Darshan Joshi",26,M,A1
2662,1045,"Basavaraj Desai",32,M,A1
2663,1046,"Swathi Joshi",32,F,A1
2664,1047,"Karthik Yadav",27,M,A1
2665,1048,"Pradeep Desai",51,M,A1
2666,1048,"Pradeep Kumar",31,M,A2
2667,1049,"Prakash Rao",30,M,A1
2668,1050,"Suresh Naik",27,M,A1
2669,1050,"Nithin Hiremath",52,M,A2
2670,1051,"Nithin Desai",23,M,A1
2671,1052,"Nithin Shetty",31,M,A1
2672,1053,"Santosh Sharma",23,M,A1
2673,1053,"Abhishek Naik",55,M,A2
2674,1054,"Basavaraj Shetty",51,M,A1
2675,1054,"Vijay Hiremath",24,M,A2
2676,1054,"Darshan Sharma",26,M,A3
2677,1055,"Asha Gowda",26,F,A1
2678,1055,"Roopa Kumar",53,T,A2
2679,1055,"Vijay Joshi",20,M,A3
2680,1056,"Darshan Reddy",29,M,A1
2681,1056,"Darshan Reddy",26,M,A2
2682,1057,"Nithin Hiremath",32,M,A1
2683,1057,"Mahesh Naik",26,M,A2
2684,1058,"Manjunath Hiremath",47,M,A1
2685,1058,"Manjunath Kulkarni",27,M,A2
2686,1059,"Vinay Kumar",31,M,A1
2687,1059,"Nithin Hegde",25,M,A2
2688,1060,"Arun Gowda",59,M,A1
2689,1061,"Manjunath Kulkarni",26,M,A1
2690,1062,"Manjunath Kulkarni",60,M,A1
2691,1062,"Sangeetha Sharma",20,F,A2
2692,1062,"Vinay Hiremath",27,M,A3
2693,1063,"Puneeth Joshi",57,M,A1
2694,1063,"Basavaraj Desai",34,M,A2
2695,1063,"Vijay Singh",23,M,A3
2696,1063,"Santosh Reddy",47,M,A4
2697,1064,"Vinay Kulkarni",62,M,A1
2698,1064,"Rashmi Joshi",35,T,A2
2699,1064,"Darshan Sharma",35,M,A3
2700,1064,"Roopa Hiremath",34,F,A4
2701,1065,"Manjunath Joshi",32,M,A1
2702,1065,"Santosh Joshi",20,M,A2
2703,1065,"Mahesh Joshi",21,M,A3
2704,1065,"Manjunath Desai",26,M,A4
2705,1066,"Ramesh Joshi",19,M,A1
2706,1066,"Ramesh Joshi",20,M,A2
2707,1066,"Puneeth Joshi",38,M,A3
2708,1066,"Darshan Yadav",27,M,A4
2709,1067,"Darshan Patil",54,M,A1
2710,1067,"Ramesh Shetty",35,M,A2
2711,1067,"Arun Reddy",30,M,A3
2712,1067,"Prakash Joshi",34,M,A4
2713,1068,"Vinay Kumar",19,M,A1
2714,1068,"Ramya Yadav",34,F,A2
2715,1068,"Suma Naik",21,T,A3
2716,1069,"Prakash Kulkarni",24,M,A1
2717,1069,"Anusha Sharma",34,F,A2
2718,1069,"Kiran Hiremath",27,M,A3
2719,1070,"Sudeep Gowda",31,M,A1
2720,1070,"Kiran Kulkarni",20,M,A2
2721,1070,"Rashmi Sharma",21,F,A3
2722,1070,"Rakesh Naik",42,M,A4
2723,1071,"Manjunath Kumar",58,M,A1
2724,1071,"Mahesh Yadav",30,M,A2
2725,1071,"Ramesh Reddy",28,M,A3
2726,1072,"Nithin Hiremath",35,M,A1
2727,1072,"Abhishek Desai",43,M,A2
2728,1073,"Mahesh Kumar",30,M,A1
2729,1073,"Kiran Yadav",65,M,A2
2730,1074,"Abhishek Patil",40,M,A1
2731,1075,"Puneeth Sharma",26,M,A1
2732,1076,"Shilpa Yadav",57,F,A1
2733,1077,"Anil Patil",30,M,A1
2734,1077,"Kiran Hiremath",26,M,A2
2735,1078,"Swathi Desai",25,F,A1
2736,1078,"Shilpa Bhat",34,F,A2
2737,1078,"Vinay Naik",35,M,A3
2738,1078,"Ramesh Kulkarni",41,M,A4
2739,1079,"Sunil Gowda",23,M,A1
2740,1079,"Rashmi Sharma",35,F,A2
2741,1080,"Santosh Hegde",41,M,A1
2742,1080,"Karthik Yadav",60,M,A2
2743,1081,"Vinay Shetty",33,M,A1
2744,1081,"Sudeep Shetty",31,M,A2
2745,1081,"Arun Hegde",23,M,A3
2746,1082,"Puneeth Hiremath",21,M,A1
2747,1082,"Shivakumar Naik",54,M,A2
2748,1082,"Ramesh Rao",60,M,A3
2749,1083,"Manjunath Naik",22,M,A1
2750,1083,"Nithin Yadav",28,M,A2
2751,1083,"Anil Joshi",34,M,A3
2752,1084,"Swathi Rao",34,F,A1
2753,1084,"Sunil Hiremath",31,M,A2
2754,1084,"Kiran Naik",30,M,A3
2755,1084,"Anil Bhat",28,M,A4
2756,1085,"Prakash Shetty",25,M,A1
2757,1085,"Darshan Bhat",24,M,A2
2758,1085,"Darshan Rao",32,M,A3
2759,1085,"Arun Joshi",32,M,A4
2760,1086,"Nithin Gowda",31,M,A1
2761,1086,"Darshan Hiremath",35,M,A2
2762,1086,"Sunil Joshi",33,M,A3
2763,1087,"Pradeep Singh",23,M,A1
2764,1087,"Abhishek Hegde",22,M,A2
2765,1088,"Sudeep Rao",60,M,A1
2766,1088,"Sunil Bhat",23,M,A2
2767,1088,"Shivakumar Hiremath",24,M,A3
2768,1088,"Prakash Shetty",49,M,A4
2769,1089,"Kiran Bhat",25,M,A1
2770,1089,"Karthik Reddy",31,M,A2
2771,1089,"Nithin Patil",20,T,A3
2772,1089,"Mahesh Reddy",33,M,A4
2773,1090,"Vijay Bhat",27,T,A1
2774,1090,"Anil Naik",29,M,A2
2775,1090,"Nithin Patil",26,M,A3
2776,1090,"Roopa Hegde",33,F,A4
2777,1091,"Ramesh Bhat",30,M,A1
2778,1091,"Mahesh Yadav",21,M,A2
2779,1091,"Rakesh Shetty",29,M,A3
2780,1091,"Nithin Singh",56,M,A4
2781,1092,"Vinay Hegde",44,M,A1
2782,1092,"Rakesh Kulkarni",23,M,A2
2783,1092,"Darshan Joshi",28,M,A3
2784,1093,"Santosh Naik",32,M,A1
2785,1094,"Sunil Naik",34,M,A1
2786,1094,"Karthik Singh",28,M,A2
2787,1094,"Puneeth Hegde",57,M,A3
2788,1095,"Mahesh Patil",23,M,A1
2789,1096,"Basavaraj Sharma",28,M,A1
2790,1096,"Mahesh Kulkarni",40,M,A2
2791,1097,"Manjunath Sharma",30,M,A1
2792,1098,"Santosh Naik",20,M,A1
2793,1099,"Darshan Hiremath",23,M,A1
2794,1100,"Darshan Patil",23,M,A1
2795,1101,"Pradeep Singh",64,M,A1
2796,1102,"Nithin Sharma",29,M,A1
2797,1102,"Suresh Kumar",32,M,A2
2798,1102,"Vinay Reddy",35,M,A3
2799,1103,"Arun Sharma",21,M,A1
2800,1103,"Darshan Sharma",27,M,A2
2801,1104,"Vinay Kumar",31,M,A1
2802,1105,"Anusha Joshi",34,F,A1
2803,1105,"Basavaraj Patil",35,M,A2
2804,1105,"Vijay Shetty",26,M,A3
2805,1105,"Anil Kumar",30,M,A4
2806,1106,"Prakash Patil",30,M,A1
2807,1106,"Mahesh Singh",33,M,A2
2808,1106,"Sudeep Kumar",33,M,A3
2809,1106,"Asha Gowda",52,F,A4
2810,1107,"Vinay Sharma",26,M,A1
2811,1107,"Darshan Reddy",18,M,A2
2812,1108,"Basavaraj Kumar",22,T,A1
2813,1108,"Vijay Patil",37,M,A2
2814,1109,"Sunil Hiremath",25,M,A1
2815,1110,"Ramesh Hegde",34,M,A1
2816,1110,"Shivakumar Patil",27,M,A2
2817,1111,"Sangeetha Yadav",22,F,A1
2818,1111,"Sangeetha Joshi",26,F,A2
2819,1111,"Mahesh Gowda",30,M,A3
2820,1111,"Suresh Hegde",62,M,A4
2821,1112,"Karthik Reddy",25,M,A1
2822,1112,"Swathi Reddy",29,F,A2
2823,1113,"Santosh Joshi",63,M,A1
2824,1113,"Manjunath Reddy",21,M,A2
2825,1114,"Arun Shetty",24,M,A1
2826,1114,"Shilpa Naik",34,F,A2
2827,1114,"Santosh Reddy",37,M,A3
2828,1114,"Vinay Reddy",38,M,A4
2829,1115,"Arun Rao",33,M,A1
2830,1115,"Manjunath Bhat",28,M,A2
2831,1116,"Manjunath Kulkarni",57,M,A1
2832,1117,"Rakesh Desai",26,M,A1
2833,1118,"Pradeep Naik",30,M,A1
2834,1118,"Shivakumar Reddy",28,M,A2
2835,1119,"Suresh Yadav",25,M,A1
2836,1119,"Kiran Naik",34,M,A2
2837,1119,"Vijay Gowda",31,M,A3
2838,1120,"Pradeep Bhat",33,M,A1
2839,1120,"Kiran Desai",28,M,A2
2840,1120,"Sunil Rao",31,M,A3
2841,1121,"Shivakumar Naik",45,M,A1
2842,1121,"Santosh Gowda",39,M,A2
2843,1121,"Vijay Naik",24,M,A3
2844,1121,"Pradeep Sharma",47,M,A4
2845,1122,"Prakash Naik",29,M,A1
2846,1122,"Kiran Bhat",25,M,A2
2847,1122,"Kiran Yadav",35,M,A3
2848,1122,"Suresh Kulkarni",26,M,A4
2849,1123,"Sunil Gowda",23,M,A1
2850,1123,"Pradeep Kulkarni",31,M,A2
2851,1123,"Ramesh Bhat",24,M,A3
2852,1124,"Vinay Sharma",18,M,A1
2853,1124,"Manjunath Joshi",29,M,A2
2854,1125,"Rakesh Kulkarni",35,M,A1
2855,1125,"Sunil Naik",31,T,A2
2856,1126,"Suresh Bhat",56,M,A1
2857,1126,"Vinay Naik",25,M,A2
2858,1127,"Suresh Singh",32,M,A1
2859,1127,"Shivakumar Gowda",32,M,A2
2860,1127,"Ramesh Naik",23,M,A3
2861,1127,"Kiran Hegde",23,M,A4
2862,1128,"Shruthi Bhat",65,F,A1
2863,1128,"Mahesh Kumar",28,M,A2
2864,1128,"Mahesh Desai",31,M,A3
2865,1129,"Shivakumar Gowda",19,M,A1
2866,1130,"Pradeep Bhat",37,M,A1
2867,1130,"Kavya Joshi",33,F,A2
2868,1130,"Manjunath Reddy",34,M,A3
2869,1130,"Puneeth Hegde",21,M,A4
2870,1131,"Karthik Singh",24,M,A1
2871,1131,"Puneeth Kulkarni",29,M,A2
2872,1131,"Shivakumar Kumar",33,M,A3
2873,1132,"Manjunath Naik",34,M,A1
2874,1133,"Sunil Reddy",23,M,A1
2875,1133,"Shruthi Bhat",20,F,A2
2876,1134,"Sudeep Joshi",30,M,A1
2877,1134,"Pradeep Reddy",38,M,A2
2878,1135,"Santosh Kulkarni",29,M,A1
2879,1136,"Manjunath Sharma",35,M,A1
2880,1136,"Vinay Singh",41,M,A2
2881,1137,"Anil Yadav",21,M,A1
2882,1137,"Vinay Bhat",33,M,A2
2883,1137,"Rakesh Desai",31,M,A3
2884,1138,"Mahesh Kumar",21,M,A1
2885,1138,"Vinay Naik",28,M,A2
2886,1139,"Shivakumar Kulkarni",28,M,A1
2887,1139,"Asha Desai",27,F,A2
2888,1139,"Vijay Joshi",28,M,A3
2889,1140,"Abhishek Bhat",61,M,A1
2890,1140,"Sudeep Kumar",24,M,A2
2891,1141,"Suresh Reddy",40,M,A1
2892,1141,"Vinay Sharma",34,M,A2
2893,1142,"Sunil Kumar",32,M,A1
2894,1142,"Anusha Kumar",26,T,A2
2895,1143,"Sangeetha Kumar",22,F,A1
2896,1143,"Abhishek Reddy",40,M,A2
2897,1143,"Arun Kumar",34,M,A3
2898,1143,"Vinay Desai",26,M,A4
2899,1144,"Puneeth Singh",31,M,A1
2900,1144,"Manjunath Bhat",20,M,A2
2901,1144,"Divya Kulkarni",30,F,A3
2902,1145,"Kiran Singh",25,M,A1
2903,1146,"Sunil Reddy",19,M,A1
2904,1146,"Arun Yadav",31,M,A2
2905,1146,"Kiran Hegde",30,M,A3
2906,1146,"Kiran Reddy",21,M,A4
2907,1147,"Ramesh Kulkarni",32,M,A1
2908,1148,"Bhagya Yadav",31,F,A1
2909,1149,"Suresh Rao",26,M,A1
2910,1149,"Sunil Desai",24,M,A2
2911,1149,"Abhishek Singh",28,M,A3
2912,1150,"Abhishek Rao",26,M,A1
2913,1151,"Abhishek Bhat",29,M,A1
2914,1151,"Manjunath Gowda",20,M,A2
2915,1151,"Vijay Kumar",21,M,A3
2916,1152,"Vijay Patil",20,M,A1
2917,1152,"Shilpa Joshi",33,F,A2
2918,1152,"Ramesh Joshi",23,M,A3
2919,1152,"Anil Kulkarni",34,M,A4
2920,1153,"Manjunath Hegde",31,M,A1
2921,1153,"Karthik Bhat",35,M,A2
2922,1153,"Vijay Desai",58,M,A3
2923,1153,"Santosh Sharma",26,M,A4
2924,1154,"Mahesh Yadav",35,M,A1
2925,1154,"Shivakumar Joshi",34,M,A2
2926,1154,"Manjunath Kulkarni",27,M,A3
2927,1155,"Arun Desai",30,M,A1
2928,1155,"Pradeep Kulkarni",30,M,A2
2929,1155,"Mahesh Patil",35,M,A3
2930,1156,"Vijay Bhat",33,M,A1
2931,1156,"Puneeth Shetty",21,M,A2
2932,1156,"Sudeep Naik",20,M,A3
2933,1157,"Darshan Kulkarni",32,M,A1
2934,1157,"Sudeep Yadav",28,M,A2
2935,1157,"Prakash Kumar",34,M,A3
2936,1158,"Darshan Hegde",42,M,A1
2937,1159,"Sudeep Hiremath",61,M,A1
2938,1159,"Pradeep Desai",49,M,A2
2939,1159,"Pradeep Sharma",21,M,A3
2940,1159,"Rashmi Sharma",56,F,A4
2941,1160,"Roopa Shetty",28,F,A1
2942,1160,"Nithin Rao",64,M,A2
2943,1161,"Nithin Bhat",22,M,A1
2944,1161,"Ramesh Sharma",29,M,A2
2945,1162,"Santosh Kumar",33,M,A1
2946,1162,"Vinay Singh",28,M,A2
2947,1162,"Sudeep Shetty",20,M,A3
2948,1162,"Arun Rao",30,M,A4
2949,1163,"Shivakumar Naik",24,M,A1
2950,1163,"Ramesh Bhat",40,M,A2
2951,1163,"Sudeep Joshi",32,M,A3
2952,1163,"Pradeep Rao",30,M,A4
2953,1164,"Kiran Singh",22,M,A1
2954,1164,"Suresh Shetty",25,M,A2
2955,1165,"Sunil Kulkarni",25,M,A1
2956,1165,"Pradeep Shetty",25,M,A2
2957,1165,"Manjunath Patil",24,T,A3
2958,1165,"Asha Hiremath",33,F,A4
2959,1166,"Vinay Patil",60,M,A1
2960,1166,"Darshan Hegde",33,M,A2
2961,1166,"Rakesh Hegde",31,M,A3
2962,1167,"Sudeep Hegde",30,M,A1
2963,1167,"Suresh Desai",35,M,A2
2964,1167,"Mahesh Desai",44,M,A3
2965,1168,"Vinay Rao",24,M,A1
2966,1168,"Kiran Desai",31,M,A2
2967,1168,"Basavaraj Bhat",32,M,A3
2968,1169,"Karthik Gowda",26,M,A1
2969,1169,"Anil Kumar",25,M,A2
2970,1170,"Sudeep Kulkarni",43,M,A1
2971,1171,"Manjunath Kulkarni",33,M,A1
2972,1171,"Roopa Gowda",30,F,A2
2973,1172,"Shivakumar Joshi",26,M,A1
2974,1172,"Sunil Joshi",45,M,A2
2975,1173,"Prakash Sharma",57,M,A1
2976,1173,"Sunil Joshi",33,M,A2
2977,1173,"Basavaraj Desai",33,M,A3
2978,1173,"Suresh Naik",28,M,A4
2979,1174,"Darshan Kumar",35,M,A1
2980,1174,"Basavaraj Gowda",25,M,A2
2981,1174,"Suresh Hiremath",31,M,A3
2982,1175,"Shivakumar Kumar",29,M,A1
2983,1175,"Puneeth Shetty",21,M,A2
2984,1176,"Vinay Gowda",20,M,A1
2985,1176,"Basavaraj Shetty",42,M,A2
2986,1176,"Sudeep Rao",37,M,A3
2987,1176,"Sudeep Sharma",22,M,A4
2988,1177,"Ramesh Joshi",27,M,A1
2989,1177,"Prakash Gowda",52,M,A2
2990,1178,"Basavaraj Patil",23,M,A1
2991,1178,"Rakesh Desai",28,M,A2
2992,1178,"Divya Rao",49,F,A3
2993,1178,"Suresh Hiremath",23,M,A4
2994,1179,"Sunil Rao",27,M,A1
2995,1179,"Ramesh Kulkarni",30,M,A2
2996,1179,"Rekha Gowda",26,F,A3
2997,1180,"Anil Yadav",46,M,A1
2998,1180,"Prakash Joshi",35,M,A2
2999,1180,"Basavaraj Naik",59,M,A3
3000,1181,"Rakesh Naik",26,M,A1
3001,1181,"Karthik Naik",31,M,A2
3002,1182,"Ramesh Desai",29,M,A1
3003,1183,"Sunil Desai",46,M,A1
3004,1184,"Shilpa Joshi",39,F,A1
3005,1185,"Asha Patil",24,F,A1
3006,1185,"Sunil Desai",37,M,A2
3007,1185,"Asha Singh",30,F,A3
3008,1186,"Prakash Sharma",34,M,A1
3009,1186,"Sudeep Kumar",30,M,A2
3010,1186,"Shruthi Rao",34,F,A3
3011,1186,"Abhishek Hiremath",26,M,A4
3012,1187,"Shivakumar Singh",24,M,A1
3013,1188,"Darshan Shetty",26,M,A1
3014,1189,"Karthik Kulkarni",29,M,A1
3015,1189,"Karthik Singh",28,M,A2
3016,1189,"Vijay Kulkarni",22,M,A3
3017,1190,"Vinay Singh",34,M,A1
3018,1190,"Basavaraj Sharma",23,M,A2
3019,1190,"Kavya Singh",23,F,A3
3020,1191,"Suresh Gowda",23,M,A1
3021,1191,"Anil Naik",52,M,A2
3022,1192,"Anil Reddy",27,M,A1
3023,1192,"Prakash Sharma",21,M,A2
3024,1192,"Suresh Joshi",31,M,A3
3025,1192,"Puneeth Hegde",26,M,A4
3026,1193,"Nithin Shetty",29,M,A1
3027,1194,"Suresh Kulkarni",28,M,A1
3028,1194,"Basavaraj Sharma",35,M,A2
3029,1195,"Santosh Joshi",30,M,A1
3030,1195,"Sudeep Sharma",56,M,A2
3031,1195,"Manjunath Hegde",35,M,A3
3032,1196,"Manjunath Bhat",33,M,A1
3033,1196,"Suma Gowda",44,F,A2
3034,1197,"Anil Bhat",24,M,A1
3035,1197,"Anil Reddy",24,M,A2
3036,1198,"Sangeetha Patil",64,F,A1
3037,1198,"Roopa Hegde",27,F,A2
3038,1198,"Bhagya Desai",65,F,A3
3039,1198,"Puneeth Hegde",65,M,A4
3040,1199,"Vinay Patil",27,M,A1
3041,1199,"Ramesh Singh",28,M,A2
3042,1199,"Suresh Bhat",33,M,A3
3043,1199,"Kiran Naik",52,M,A4
3044,1200,"Manjunath Hiremath",31,M,A1
3045,1200,"Suresh Sharma",26,M,A2
3046,1200,"Basavaraj Hiremath",56,M,A3
3047,1201,"Anil Shetty",29,M,A1
3048,1202,"Ramesh Rao",22,M,A1
3049,1202,"Pradeep Sharma",64,M,A2
3050,1203,"Santosh Hegde",62,M,A1
3051,1203,"Karthik Reddy",26,M,A2
3052,1203,"Kiran Desai",21,M,A3
3053,1204,"Manjunath Kulkarni",32,M,A1
3054,1204,"Nithin Singh",23,M,A2
3055,1204,"Santosh Kulkarni",48,T,A3
3056,1205,"Puneeth Desai",21,M,A1
3057,1205,"Mahesh Kumar",23,M,A2
3058,1205,"Arun Joshi",22,M,A3
3059,1205,"Rekha Desai",42,F,A4
3060,1206,"Suresh Sharma",56,M,A1
3061,1206,"Karthik Kulkarni",21,M,A2
3062,1206,"Abhishek Yadav",30,M,A3
3063,1207,"Sunil Yadav",27,M,A1
3064,1208,"Puneeth Sharma",25,M,A1
3065,1208,"Shivakumar Kumar",53,M,A2
3066,1208,"Prakash Hegde",40,M,A3
3067,1209,"Mahesh Hegde",33,M,A1
3068,1209,"Anusha Kumar",33,F,A2
3069,1209,"Sunil Desai",50,M,A3
3070,1209,"Nithin Shetty",22,M,A4
3071,1210,"Prakash Yadav",23,M,A1
3072,1210,"Kavya Desai",21,F,A2
3073,1210,"Vinay Rao",31,M,A3
3074,1211,"Nithin Gowda",24,M,A1
3075,1211,"Sudeep Desai",26,M,A2
3076,1211,"Rakesh Desai",29,M,A3
3077,1212,"Darshan Kulkarni",29,M,A1
3078,1212,"Nithin Kumar",38,M,A2
3079,1213,"Shivakumar Yadav",61,M,A1
3080,1213,"Prakash Yadav",60,M,A2
3081,1214,"Sudeep Hiremath",32,M,A1
3082,1214,"Santosh Kulkarni",22,M,A2
3083,1214,"Kiran Joshi",26,M,A3
3084,1214,"Santosh Patil",60,M,A4
3085,1215,"Arun Patil",22,M,A1
3086,1216,"Shruthi Shetty",28,F,A1
3087,1216,"Pradeep Joshi",27,M,A2
3088,1217,"Sunil Kulkarni",28,M,A1
3089,1217,"Vijay Yadav",22,M,A2
3090,1218,"Anil Shetty",34,M,A1
3091,1219,"Manjunath Bhat",27,M,A1
3092,1220,"Pooja Desai",20,T,A1
3093,1220,"Basavaraj Gowda",30,M,A2
3094,1220,"Sudeep Yadav",21,M,A3
3095,1221,"Puneeth Hegde",23,M,A1
3096,1221,"Puneeth Yadav",44,M,A2
3097,1221,"Vijay Patil",30,M,A3
3098,1221,"Suresh Kulkarni",30,M,A4
3099,1222,"Vinay Naik",58,M,A1
3100,1222,"Sunil Reddy",30,M,A2
3101,1222,"Suresh Naik",26,M,A3
3102,1223,"Anil Gowda",25,M,A1
3103,1224,"Kiran Shetty",37,M,A1
3104,1224,"Mahesh Bhat",20,M,A2
3105,1225,"Abhishek Rao",48,M,A1
3106,1226,"Rakesh Hiremath",49,M,A1
3107,1226,"Shivakumar Bhat",32,M,A2
3108,1226,"Rakesh Hegde",35,M,A3
3109,1226,"Puneeth Naik",20,M,A4
3110,1227,"Kiran Hegde",47,M,A1
3111,1227,"Rekha Yadav",28,F,A2
3112,1227,"Anil Hegde",31,M,A3
3113,1227,"Anil Kulkarni",24,M,A4
