AccusedMasterID,CaseMasterID,AccusedName,AgeYear,GenderID,PersonID
3549,1394,Suresh Kumar,35,M,A3
3550,1395,Santosh Desai,51,M,A1
3551,1395,Rakesh Patil,40,M,A2
3552,1395,Kiran Naik,21,M,A3
3553,1395,Sudeep Reddy,20,M,A4
3554,1396,Mahesh Rao,26,M,A1
3555,1396,Shivakumar Gowda,34,M,A2
3556,1396,Anil Kulkarni,28,M,A3
3557,1396,Vinay Hiremath,30,M,A4
3558,1397,Rakesh Patil,23,M,A1
3559,1397,Suresh Reddy,30,M,A2
3560,1397,Rakesh Bhat,48,M,A3
3561,1397,Sunil Desai,22,M,A4
3562,1398,Pradeep Hiremath,34,M,A1
3563,1398,Vinay Sharma,29,M,A2
3564,1398,Manjunath Yadav,20,M,A3
3565,1398,Darshan Naik,29,M,A4
3566,1399,Vijay Shetty,33,M,A1
3567,1399,Vinay Hiremath,21,M,A2
3568,1399,Kavya Yadav,32,F,A3
3569,1400,Santosh Hiremath,34,M,A1
3570,1400,Suresh Bhat,27,M,A2
3571,1400,Kiran Yadav,66,M,A3
3572,1401,Puneeth Singh,50,M,A1
3573,1401,Manjunath Patil,34,M,A2
3574,1401,Vijay Hegde,31,M,A3
3575,1401,Pradeep Hegde,30,M,A4
3576,1402,Ramya Kulkarni,43,F,A1
3577,1403,Arun Shetty,25,M,A1
3578,1403,Suresh Desai,22,M,A2
3579,1403,Vinay Gowda,34,M,A3
3580,1403,Anil Kulkarni,21,M,A4
3581,1404,Pradeep Patil,22,M,A1
3582,1405,Vijay Patil,20,M,A1
3583,1405,Mahesh Bhat,20,M,A2
3584,1406,Prakash Yadav,31,M,A1
3585,1407,Nithin Naik,24,M,A1
3586,1408,Mahesh Desai,28,M,A1
3587,1408,Suresh Naik,20,M,A2
3588,1409,Mahesh Desai,33,M,A1
3589,1409,Meghana Desai,26,F,A2
3590,1410,Manjunath Sharma,27,M,A1
3591,1410,Sunil Hegde,64,M,A2
3592,1410,Santosh Rao,29,T,A3
3593,1411,Asha Gowda,28,F,A1
3594,1411,Prakash Singh,42,M,A2
3595,1412,Kavya Gowda,31,T,A1
3596,1413,Arun Yadav,35,M,A1
3597,1413,Meghana Sharma,20,T,A2
3598,1413,Kiran Naik,22,M,A3
3599,1413,Basavaraj Naik,57,M,A4
3600,1414,Arun Kumar,44,M,A1
3601,1414,Darshan Hiremath,21,M,A2
3602,1415,Darshan Shetty,32,M,A1
3603,1415,Ramesh Naik,22,M,A2
3604,1416,Basavaraj Yadav,38,M,A1
3605,1417,Sudeep Hiremath,33,M,A1
3606,1417,Kiran Kulkarni,28,M,A2
3607,1417,Darshan Reddy,29,M,A3
3608,1418,Abhishek Patil,48,M,A1
3609,1418,Nithin Joshi,23,M,A2
3610,1419,Vijay Kumar,20,M,A1
3611,1419,Darshan Shetty,23,M,A2
3612,1419,Anil Rao,26,M,A3
3613,1419,Arun Shetty,52,M,A4
3614,1420,Nithin Joshi,47,M,A1
3615,1421,Ramya Bhat,20,F,A1
3616,1422,Prakash Joshi,31,M,A1
3617,1422,Abhishek Hiremath,34,M,A2
3618,1422,Ramya Patil,29,F,A3
3619,1423,Suresh Kulkarni,54,T,A1
3620,1423,Meghana Naik,31,F,A2
3621,1423,Kiran Reddy,24,M,A3
3622,1423,Pradeep Rao,28,M,A4
3623,1424,Nithin Naik,31,M,A1
3624,1424,Santosh Reddy,20,M,A2
3625,1425,Roopa Desai,29,F,A1
3626,1425,Basavaraj Rao,23,M,A2
3627,1425,Shruthi Bhat,20,F,A3
3628,1426,Vinay Rao,34,M,A1
3629,1426,Manjunath Joshi,32,M,A2
3630,1426,Shivakumar Kulkarni,64,M,A3
3631,1426,Pradeep Sharma,28,M,A4
3632,1427,Abhishek Kulkarni,29,M,A1
3633,1427,Darshan Sharma,34,M,A2
3634,1428,Kiran Yadav,34,M,A1
3635,1428,Darshan Joshi,22,M,A2
3636,1428,Manjunath Rao,21,M,A3
3637,1429,Rakesh Yadav,25,M,A1
3638,1430,Santosh Hiremath,23,M,A1
3639,1430,Ramesh Naik,22,M,A2
3640,1430,Basavaraj Desai,23,M,A3
3641,1430,Nithin Kulkarni,33,M,A4
3642,1431,Ramya Yadav,24,F,A1
3643,1431,Karthik Joshi,24,M,A2
3644,1432,Sudeep Patil,39,M,A1
3645,1433,Manjunath Reddy,58,M,A1
3646,1433,Vinay Bhat,22,M,A2
3647,1434,Pradeep Sharma,29,M,A1
3648,1434,Basavaraj Hegde,41,M,A2
3649,1434,Kiran Singh,32,M,A3
3650,1435,Pooja Patil,32,F,A1
3651,1436,Basavaraj Shetty,35,M,A1
3652,1437,Sudeep Shetty,28,M,A1
3653,1437,Mahesh Sharma,45,M,A2
3654,1437,Karthik Shetty,29,M,A3
3655,1437,Ramya Gowda,28,F,A4
3656,1438,Abhishek Sharma,20,M,A1
3657,1438,Ramesh Naik,22,M,A2
3658,1438,Abhishek Kumar,29,M,A3
3659,1439,Sunil Hiremath,34,M,A1
3660,1439,Sudeep Shetty,26,M,A2
3661,1440,Vijay Kumar,33,M,A1
3662,1440,Abhishek Sharma,25,M,A2
3663,1440,Arun Reddy,31,M,A3
3664,1440,Vinay Rao,27,M,A4
3665,1441,Prakash Singh,24,M,A1
3666,1441,Manjunath Sharma,28,M,A2
3667,1441,Kiran Gowda,22,M,A3
3668,1442,Rakesh Reddy,31,M,A1
3669,1442,Pradeep Bhat,25,M,A2
3670,1443,Nithin Sharma,22,M,A1
3671,1443,Vijay Patil,35,M,A2
3672,1444,Abhishek Bhat,47,M,A1
3673,1444,Pradeep Kumar,30,M,A2
3674,1444,Pradeep Patil,35,M,A3
3675,1444,Vinay Joshi,33,M,A4
3676,1445,Prakash Desai,28,M,A1
3677,1445,Pradeep Shetty,26,M,A2
3678,1445,Vinay Rao,32,M,A3
3679,1445,Sunil Hegde,31,M,A4
3680,1446,Pradeep Kumar,55,M,A1
3681,1447,Vinay Singh,18,M,A1
3682,1447,Prakash Kumar,26,M,A2
3683,1447,Santosh Kulkarni,35,M,A3
3684,1447,Puneeth Desai,22,M,A4
3685,1448,Sangeetha Sharma,29,F,A1
3686,1448,Manjunath Gowda,42,M,A2
3687,1448,Shivakumar Shetty,26,M,A3
3688,1448,Nithin Gowda,28,M,A4
3689,1449,Mahesh Joshi,20,M,A1
3690,1449,Puneeth Yadav,26,M,A2
3691,1449,Puneeth Kulkarni,33,M,A3
3692,1450,Vinay Naik,57,M,A1
3693,1450,Basavaraj Kumar,56,M,A2
3694,1451,Arun Sharma,27,M,A1
3695,1451,Pradeep Desai,26,M,A2
3696,1451,Shivakumar Desai,21,M,A3
3697,1452,Sudeep Singh,33,M,A1
3698,1452,Rakesh Reddy,19,M,A2
3699,1452,Sunil Gowda,52,M,A3
3700,1453,Vinay Hiremath,20,M,A1
3701,1453,Pradeep Naik,22,M,A2
3702,1453,Arun Naik,21,M,A3
3703,1453,Rekha Patil,29,F,A4
3704,1454,Puneeth Sharma,21,M,A1
3705,1454,Bhagya Naik,28,T,A2
3706,1454,Rakesh Rao,19,M,A3
3707,1455,Meghana Desai,26,F,A1
3708,1455,Sudeep Rao,43,M,A2
3709,1455,Santosh Sharma,29,M,A3
3710,1455,Abhishek Shetty,48,M,A4
3711,1456,Manjunath Kumar,33,M,A1
3712,1456,Santosh Yadav,28,M,A2
3713,1457,Kavya Shetty,51,F,A1
3714,1457,Sahana Rao,20,F,A2
3715,1457,Manjunath Desai,32,M,A3
3716,1457,Mahesh Hiremath,33,M,A4
3717,1458,Puneeth Rao,26,T,A1
3718,1458,Kiran Yadav,57,M,A2
3719,1458,Suresh Joshi,30,M,A3
3720,1458,Pooja Yadav,63,F,A4
3721,1459,Roopa Kulkarni,22,F,A1
3722,1459,Ramesh Naik,52,M,A2
3723,1459,Anusha Rao,29,T,A3
3724,1459,Santosh Rao,50,M,A4
3725,1460,Prakash Kulkarni,47,M,A1
3726,1461,Ramesh Hiremath,33,M,A1
3727,1461,Mahesh Singh,34,M,A2
3728,1461,Manjunath Naik,28,M,A3
3729,1461,Santosh Joshi,24,M,A4
3730,1462,Sunil Kumar,65,M,A1
3731,1463,Santosh Naik,29,M,A1
3732,1463,Shivakumar Desai,31,M,A2
3733,1464,Vinay Kulkarni,20,M,A1
3734,1464,Kiran Yadav,30,M,A2
3735,1464,Rakesh Gowda,28,M,A3
3736,1464,Sahana Singh,34,F,A4
3737,1465,Nithin Joshi,34,M,A1
3738,1465,Santosh Rao,29,M,A2
3739,1465,Sunil Gowda,27,M,A3
3740,1466,Pooja Hiremath,33,F,A1
3741,1466,Manjunath Sharma,27,M,A2
3742,1466,Pradeep Desai,20,M,A3
3743,1467,Manjunath Kulkarni,27,M,A1
3744,1467,Sudeep Bhat,37,M,A2
3745,1468,Karthik Patil,25,M,A1
3746,1468,Shivakumar Joshi,21,M,A2
3747,1469,Sangeetha Joshi,56,F,A1
3748,1469,Manjunath Kumar,48,M,A2
3749,1469,Nithin Hegde,21,M,A3
3750,1469,Sudeep Kumar,26,M,A4
3751,1470,Santosh Yadav,63,M,A1
3752,1470,Prakash Bhat,23,M,A2
3753,1470,Basavaraj Kumar,31,M,A3
3754,1471,Anil Kulkarni,32,M,A1
3755,1471,Anusha Sharma,23,T,A2
3756,1472,Pradeep Sharma,34,M,A1
3757,1472,Manjunath Hiremath,33,M,A2
3758,1473,Nithin Sharma,32,M,A1
3759,1473,Suresh Hiremath,32,M,A2
3760,1473,Shivakumar Naik,20,M,A3
3761,1474,Anusha Bhat,29,F,A1
3762,1475,Shivakumar Gowda,22,M,A1
3763,1475,Pradeep Hiremath,26,M,A2
3764,1475,Nithin Bhat,30,M,A3
3765,1476,Darshan Reddy,49,M,A1
3766,1477,Prakash Bhat,34,M,A1
3767,1478,Prakash Joshi,47,T,A1
3768,1479,Mahesh Bhat,29,M,A1
3769,1479,Manjunath Hegde,20,M,A2
3770,1479,Swathi Hegde,20,F,A3
3771,1480,Puneeth Bhat,41,M,A1
3772,1480,Arun Reddy,20,M,A2
3773,1481,Prakash Naik,38,M,A1
3774,1482,Sunil Gowda,18,M,A1
3775,1482,Arun Rao,21,M,A2
3776,1482,Karthik Hiremath,29,M,A3
3777,1483,Puneeth Naik,32,M,A1
3778,1483,Pradeep Patil,53,M,A2
3779,1483,Vijay Shetty,53,M,A3
3780,1483,Karthik Gowda,27,M,A4
3781,1484,Arun Shetty,45,M,A1
3782,1485,Puneeth Kulkarni,27,M,A1
3783,1485,Kiran Naik,25,M,A2
3784,1485,Arun Sharma,28,M,A3
3785,1485,Suresh Patil,27,M,A4
3786,1486,Santosh Reddy,23,M,A1
3787,1486,Kiran Sharma,20,M,A2
3788,1486,Pradeep Shetty,21,M,A3
3789,1486,Rekha Shetty,30,F,A4
3790,1487,Ramesh Rao,32,M,A1
3791,1487,Manjunath Sharma,20,M,A2
3792,1487,Shivakumar Gowda,20,M,A3
3793,1487,Rekha Kumar,60,F,A4
3794,1488,Sudeep Joshi,61,M,A1
3795,1489,Darshan Kulkarni,33,M,A1
3796,1490,Ramesh Kumar,24,M,A1
3797,1490,Santosh Reddy,61,M,A2
3798,1490,Pradeep Naik,34,M,A3
3799,1490,Suresh Gowda,26,M,A4
3800,1491,Nithin Desai,41,M,A1
3801,1491,Kiran Yadav,32,M,A2
3802,1492,Abhishek Naik,31,M,A1
3803,1492,Basavaraj Kulkarni,20,M,A2
3804,1492,Anil Desai,32,M,A3
3805,1493,Sudeep Singh,41,M,A1
3806,1494,Nithin Singh,34,M,A1
3807,1495,Pradeep Kulkarni,42,T,A1
3808,1495,Vinay Kumar,44,M,A2
3809,1495,Suresh Sharma,42,M,A3
3810,1496,Suresh Bhat,19,M,A1
3811,1497,Shilpa Rao,22,F,A1
3812,1497,Abhishek Singh,24,M,A2
3813,1497,Abhishek Desai,29,M,A3
3814,1498,Mahesh Hegde,22,M,A1
3815,1499,Ramesh Bhat,34,M,A1
3816,1499,Kavya Bhat,22,F,A2
3817,1499,Basavaraj Sharma,29,M,A3
3818,1499,Shivakumar Yadav,32,M,A4
3819,1500,Darshan Reddy,22,M,A1
3820,1500,Abhishek Desai,24,M,A2
3821,1500,Shivakumar Hiremath,41,M,A3
3822,1500,Shivakumar Kulkarni,25,M,A4
3823,1501,Mahesh Bhat,25,M,A1
3824,1501,Vijay Patil,44,M,A2
3825,1502,Mahesh Desai,26,M,A1
3826,1502,Prakash Gowda,24,M,A2
3827,1502,Vinay Kulkarni,28,M,A3
3828,1502,Shruthi Reddy,30,F,A4
3829,1503,Vinay Sharma,65,M,A1
3830,1503,Sudeep Rao,21,M,A2
3831,1503,Nithin Naik,23,M,A3
3832,1504,Suresh Kulkarni,27,M,A1
3833,1505,Darshan Kulkarni,37,M,A1
3834,1506,Anusha Rao,28,F,A1
3835,1507,Abhishek Hegde,25,M,A1
3836,1507,Abhishek Sharma,29,T,A2
3837,1507,Sahana Joshi,35,F,A3
3838,1507,Arun Singh,31,M,A4
3839,1508,Geetha Patil,26,F,A1
3840,1508,Kiran Yadav,25,M,A2
3841,1508,Sudeep Yadav,24,M,A3
3842,1508,Shivakumar Sharma,47,M,A4
3843,1509,Roopa Naik,22,T,A1
3844,1509,Sangeetha Rao,31,F,A2
3845,1510,Darshan Joshi,42,M,A1
3846,1510,Shivakumar Naik,27,M,A2
3847,1510,Mahesh Patil,25,M,A3
3848,1511,Santosh Gowda,21,M,A1
3849,1512,Pradeep Kulkarni,29,M,A1
3850,1512,Rakesh Desai,23,M,A2
3851,1512,Mahesh Hiremath,20,M,A3
3852,1512,Vinay Bhat,24,M,A4
3853,1513,Suresh Bhat,33,M,A1
3854,1513,Sahana Gowda,54,F,A2
3855,1513,Sangeetha Hiremath,21,F,A3
3856,1513,Sunil Rao,38,M,A4
3857,1514,Sudeep Sharma,24,M,A1
3858,1514,Sudeep Reddy,22,M,A2
3859,1514,Pradeep Naik,20,M,A3
3860,1515,Anil Kulkarni,33,M,A1
3861,1515,Kavya Singh,65,F,A2
3862,1515,Abhishek Joshi,27,M,A3
3863,1515,Suresh Patil,29,M,A4
3864,1516,Ramesh Patil,26,M,A1
3865,1516,Anil Rao,36,M,A2
3866,1516,Pradeep Kulkarni,28,M,A3
3867,1517,Suresh Desai,50,M,A1
3868,1517,Nithin Yadav,33,M,A2
3869,1517,Basavaraj Reddy,28,M,A3
3870,1518,Suma Rao,48,F,A1
3871,1519,Ramya Hegde,23,F,A1
3872,1519,Sudeep Sharma,29,M,A2
3873,1519,Kiran Patil,29,M,A3
3874,1520,Vinay Naik,55,M,A1
3875,1521,Vinay Bhat,25,M,A1
3876,1521,Anil Shetty,28,M,A2
3877,1521,Sunil Kumar,30,M,A3
3878,1521,Pradeep Joshi,35,M,A4
3879,1522,Vinay Bhat,34,M,A1
3880,1522,Manjunath Yadav,35,M,A2
3881,1522,Nithin Singh,22,M,A3
3882,1523,Mahesh Singh,21,M,A1
3883,1523,Pradeep Hiremath,32,M,A2
3884,1524,Sunil Rao,52,M,A1
3885,1524,Puneeth Sharma,35,M,A2
3886,1524,Prakash Yadav,26,M,A3
3887,1525,Manjunath Patil,21,M,A1
3888,1525,Sudeep Patil,25,M,A2
3889,1525,Vinay Patil,31,M,A3
3890,1526,Vinay Patil,22,M,A1
3891,1526,Prakash Reddy,37,M,A2
3892,1527,Suresh Joshi,35,T,A1
3893,1528,Vinay Patil,35,M,A1
3894,1528,Mahesh Hiremath,31,M,A2
3895,1528,Kiran Shetty,33,M,A3
3896,1528,Vijay Kulkarni,24,M,A4
3897,1529,Nithin Gowda,20,M,A1
3898,1529,Prakash Desai,32,M,A2
3899,1530,Rakesh Singh,23,M,A1
3900,1530,Ramesh Reddy,25,M,A2
3901,1531,Divya Kumar,34,F,A1
3902,1531,Santosh Shetty,25,M,A2
3903,1531,Rakesh Yadav,29,M,A3
3904,1531,Abhishek Singh,42,M,A4
3905,1532,Vijay Hegde,26,M,A1
3906,1532,Shivakumar Shetty,25,M,A2
3907,1532,Vijay Hiremath,51,M,A3
3908,1533,Ramesh Kulkarni,58,M,A1
3909,1533,Vinay Hiremath,26,M,A2
3910,1533,Nithin Gowda,28,M,A3
3911,1534,Karthik Bhat,25,M,A1
3912,1534,Karthik Patil,63,M,A2
3913,1535,Sudeep Sharma,23,M,A1
3914,1535,Anil Bhat,19,M,A2
3915,1535,Anusha Bhat,26,F,A3
3916,1536,Darshan Joshi,28,T,A1
3917,1536,Mahesh Shetty,65,M,A2
3918,1536,Pradeep Yadav,59,M,A3
3919,1536,Ramya Joshi,33,F,A4
3920,1537,Suresh Hiremath,21,M,A1
3921,1538,Arun Sharma,32,M,A1
3922,1538,Abhishek Kulkarni,48,M,A2
3923,1539,Geetha Sharma,25,F,A1
3924,1539,Kiran Joshi,29,M,A2
3925,1540,Nithin Desai,26,M,A1
3926,1540,Manjunath Shetty,64,T,A2
3927,1540,Santosh Rao,21,M,A3
3928,1541,Vinay Singh,33,M,A1
3929,1541,Puneeth Joshi,28,M,A2
3930,1541,Manjunath Kulkarni,32,M,A3
3931,1542,Nithin Rao,35,M,A1
3932,1543,Darshan Reddy,33,T,A1
3933,1544,Suma Yadav,34,T,A1
3934,1544,Suresh Joshi,31,M,A2
3935,1544,Rakesh Desai,26,M,A3
3936,1544,Sahana Patil,19,T,A4
3937,1545,Rakesh Shetty,18,M,A1
3938,1546,Kiran Gowda,41,M,A1
3939,1546,Puneeth Shetty,25,M,A2
3940,1546,Nithin Singh,22,M,A3
3941,1546,Santosh Desai,46,M,A4
3942,1547,Sudeep Hiremath,57,M,A1
3943,1547,Abhishek Yadav,27,M,A2
3944,1547,Rekha Kulkarni,55,F,A3
3945,1548,Pooja Shetty,25,F,A1
3946,1548,Sudeep Hegde,35,M,A2
3947,1549,Pradeep Shetty,21,M,A1
3948,1549,Sangeetha Patil,20,T,A2
3949,1549,Shruthi Gowda,38,F,A3
3950,1550,Arun Hegde,24,T,A1
3951,1551,Basavaraj Kumar,19,M,A1
3952,1551,Darshan Yadav,18,T,A2
3953,1551,Shivakumar Kumar,44,M,A3
3954,1552,Vinay Yadav,23,M,A1
3955,1552,Basavaraj Gowda,25,M,A2
3956,1552,Pradeep Rao,61,M,A3
3957,1552,Arun Gowda,37,M,A4
3958,1553,Manjunath Naik,22,M,A1
3959,1553,Nithin Sharma,20,M,A2
3960,1553,Mahesh Bhat,30,M,A3
3961,1554,Arun Patil,20,M,A1
3962,1554,Suresh Bhat,33,M,A2
3963,1555,Karthik Naik,63,M,A1
3964,1555,Ramesh Gowda,28,M,A2
3965,1555,Shivakumar Reddy,65,M,A3
3966,1556,Nithin Bhat,31,M,A1
3967,1556,Karthik Bhat,34,M,A2
3968,1556,Kavya Kumar,23,F,A3
3969,1557,Shivakumar Yadav,26,M,A1
3970,1557,Pradeep Kulkarni,21,M,A2
3971,1557,Ramesh Gowda,26,M,A3
3972,1558,Ramya Naik,26,F,A1
3973,1558,Anil Naik,32,M,A2
3974,1558,Prakash Gowda,34,M,A3
3975,1558,Kiran Kumar,20,M,A4
3976,1559,Suresh Gowda,49,M,A1
3977,1559,Karthik Patil,41,M,A2
3978,1559,Roopa Singh,54,F,A3
3979,1560,Sunil Sharma,60,M,A1
3980,1560,Shivakumar Rao,24,M,A2
3981,1561,Rashmi Desai,26,F,A1
3982,1561,Suresh Naik,23,M,A2
3983,1561,Pradeep Kulkarni,29,M,A3
3984,1562,Meghana Gowda,26,F,A1
3985,1562,Vinay Singh,35,M,A2
3986,1563,Nithin Kumar,33,M,A1
3987,1563,Asha Reddy,57,F,A2
3988,1563,Ramesh Desai,24,M,A3
3989,1563,Vijay Gowda,27,M,A4
3990,1564,Darshan Yadav,65,T,A1
3991,1565,Sudeep Sharma,31,M,A1
3992,1565,Manjunath Rao,24,M,A2
3993,1565,Rekha Hegde,52,F,A3
3994,1565,Nithin Kumar,28,M,A4
3995,1566,Sunil Joshi,29,M,A1
3996,1567,Suresh Yadav,25,M,A1
3997,1567,Basavaraj Naik,34,M,A2
3998,1567,Rakesh Kulkarni,24,M,A3
3999,1567,Abhishek Reddy,23,M,A4
4000,1568,Ramesh Kulkarni,31,M,A1
4001,1569,Mahesh Desai,25,M,A1
4002,1569,Vijay Sharma,31,M,A2
4003,1569,Basavaraj Hiremath,24,M,A3
4004,1569,Sudeep Singh,24,M,A4
4005,1570,Ramesh Reddy,50,M,A1
4006,1570,Pradeep Singh,46,M,A2
4007,1570,Vinay Naik,25,M,A3
4008,1570,Santosh Kumar,21,M,A4
4009,1571,Pooja Reddy,19,F,A1
4010,1571,Shivakumar Rao,32,M,A2
4011,1571,Anil Patil,44,M,A3
4012,1571,Shilpa Desai,34,F,A4
4013,1572,Vijay Patil,31,M,A1
4014,1572,Rakesh Singh,24,M,A2
4015,1572,Santosh Hegde,54,M,A3
4016,1573,Sudeep Patil,22,M,A1
4017,1573,Mahesh Rao,24,M,A2
4018,1573,Mahesh Rao,34,M,A3
4019,1573,Anil Gowda,27,M,A4
4020,1574,Anil Hiremath,32,M,A1
4021,1574,Ramesh Kulkarni,32,M,A2
4022,1574,Santosh Yadav,31,M,A3
4023,1574,Ramesh Joshi,34,M,A4
4024,1575,Abhishek Singh,35,M,A1
4025,1575,Kiran Hiremath,31,M,A2
4026,1575,Vinay Patil,38,M,A3
4027,1575,Puneeth Rao,35,M,A4
4028,1576,Vijay Hiremath,32,M,A1
4029,1576,Puneeth Joshi,41,M,A2
4030,1576,Sahana Naik,20,F,A3
4031,1577,Arun Gowda,31,M,A1
4032,1577,Manjunath Patil,24,M,A2
4033,1577,Santosh Kumar,20,M,A3
4034,1577,Rashmi Patil,27,F,A4
4035,1578,Puneeth Sharma,65,M,A1
4036,1578,Abhishek Hiremath,50,M,A2
4037,1578,Manjunath Sharma,22,M,A3
4038,1579,Kiran Bhat,31,M,A1
4039,1579,Vijay Naik,62,M,A2
4040,1580,Shivakumar Hiremath,22,M,A1
4041,1580,Puneeth Kulkarni,38,M,A2
4042,1580,Vinay Yadav,20,M,A3
4043,1581,Shivakumar Desai,44,T,A1
4044,1582,Pradeep Singh,25,M,A1
4045,1583,Sunil Kumar,34,M,A1
4046,1583,Karthik Yadav,26,M,A2
4047,1584,Vinay Sharma,22,M,A1
4048,1584,Shruthi Naik,26,F,A2
4049,1584,Ramesh Rao,31,M,A3
4050,1585,Pooja Hiremath,26,F,A1
4051,1586,Vinay Bhat,24,M,A1
4052,1587,Anil Desai,33,M,A1
4053,1588,Manjunath Hegde,27,M,A1
4054,1589,Santosh Kulkarni,60,M,A1
4055,1589,Rakesh Bhat,45,M,A2
4056,1590,Arun Hiremath,35,M,A1
4057,1590,Karthik Bhat,31,M,A2
4058,1590,Kiran Hegde,34,M,A3
4059,1590,Karthik Kulkarni,52,M,A4
4060,1591,Ramesh Kumar,30,M,A1
4061,1591,Puneeth Kumar,26,M,A2
4062,1591,Pradeep Sharma,29,M,A3
4063,1592,Darshan Bhat,28,M,A1
4064,1592,Sudeep Yadav,35,M,A2
4065,1592,Karthik Yadav,26,M,A3
4066,1592,Kiran Desai,56,M,A4
4067,1593,Kiran Joshi,26,M,A1
4068,1593,Anil Naik,23,M,A2
4069,1593,Roopa Joshi,21,F,A3
4070,1593,Nithin Bhat,24,M,A4
4071,1594,Manjunath Gowda,31,M,A1
4072,1594,Shilpa Kulkarni,25,F,A2
4073,1594,Swathi Yadav,21,F,A3
4074,1594,Suresh Sharma,24,M,A4
4075,1595,Basavaraj Bhat,26,T,A1
4076,1596,Sudeep Patil,29,M,A1
4077,1597,Vinay Naik,36,M,A1
4078,1598,Karthik Rao,32,M,A1
4079,1599,Swathi Gowda,26,T,A1
4080,1599,Mahesh Singh,30,M,A2
4081,1600,Shilpa Rao,20,T,A1
4082,1600,Sunil Bhat,22,M,A2
4083,1600,Suresh Joshi,21,M,A3
4084,1600,Sudeep Desai,26,M,A4
4085,1601,Vinay Hiremath,25,M,A1
4086,1602,Anil Kulkarni,24,M,A1
4087,1602,Karthik Yadav,33,M,A2
4088,1602,Arun Singh,26,M,A3
4089,1603,Darshan Singh,30,M,A1
4090,1603,Mahesh Reddy,26,M,A2
4091,1604,Santosh Rao,25,M,A1
4092,1604,Karthik Kumar,31,M,A2
4093,1604,Arun Rao,31,M,A3
4094,1604,Geetha Rao,25,F,A4
4095,1605,Mahesh Yadav,49,M,A1
4096,1605,Shivakumar Hegde,35,M,A2
4097,1605,Arun Yadav,21,M,A3
4098,1605,Vinay Yadav,39,M,A4
4099,1606,Santosh Desai,21,M,A1
4100,1606,Nithin Yadav,62,M,A2
4101,1606,Prakash Rao,21,M,A3
4102,1607,Anil Joshi,32,M,A1
4103,1607,Rashmi Sharma,30,F,A2
4104,1608,Rakesh Hegde,29,T,A1
4105,1608,Santosh Shetty,31,M,A2
4106,1609,Arun Shetty,29,M,A1
4107,1610,Basavaraj Singh,35,M,A1
4108,1610,Mahesh Sharma,26,M,A2
4109,1610,Anil Desai,28,M,A3
4110,1610,Anil Rao,29,M,A4
4111,1611,Mahesh Kulkarni,23,M,A1
4112,1611,Rakesh Desai,47,M,A2
4113,1612,Arun Joshi,53,M,A1
4114,1612,Kiran Desai,31,M,A2
4115,1612,Rakesh Patil,24,M,A3
4116,1613,Ramya Sharma,20,F,A1
4117,1613,Shivakumar Yadav,30,M,A2
4118,1613,Shivakumar Bhat,28,M,A3
4119,1613,Nithin Reddy,35,M,A4
4120,1614,Swathi Shetty,35,F,A1
4121,1614,Manjunath Reddy,22,M,A2
4122,1614,Shivakumar Shetty,27,M,A3
4123,1614,Kiran Rao,23,M,A4
4124,1615,Santosh Patil,64,M,A1
4125,1615,Puneeth Rao,50,M,A2
4126,1616,Bhagya Reddy,28,F,A1
4127,1616,Ramesh Kulkarni,60,M,A2
4128,1616,Meghana Gowda,25,T,A3
4129,1616,Sunil Reddy,23,M,A4
4130,1617,Sahana Reddy,25,F,A1
4131,1617,Basavaraj Hegde,57,M,A2
4132,1618,Kiran Kumar,24,M,A1
4133,1618,Kiran Patil,23,M,A2
4134,1618,Santosh Hiremath,30,M,A3
4135,1618,Anusha Rao,28,F,A4
4136,1619,Darshan Reddy,31,M,A1
4137,1619,Vinay Gowda,42,M,A2
4138,1619,Rekha Joshi,31,F,A3
4139,1619,Anil Hegde,24,M,A4
4140,1620,Santosh Sharma,27,M,A1
4141,1620,Vijay Bhat,46,M,A2
4142,1621,Rashmi Patil,22,F,A1
4143,1621,Vijay Patil,21,M,A2
4144,1622,Ramya Yadav,28,F,A1
4145,1622,Sunil Desai,64,M,A2
4146,1622,Prakash Shetty,23,M,A3
4147,1623,Shivakumar Singh,56,M,A1
4148,1623,Sunil Patil,54,M,A2
4149,1623,Anil Bhat,26,M,A3
4150,1624,Vinay Gowda,25,M,A1
4151,1624,Puneeth Desai,33,M,A2
4152,1624,Karthik Bhat,23,T,A3
4153,1625,Ramesh Reddy,21,M,A1
4154,1626,Vijay Desai,21,M,A1
4155,1626,Divya Kulkarni,31,F,A2
4156,1627,Anusha Patil,24,F,A1
4157,1627,Arun Rao,26,M,A2
4158,1627,Darshan Hegde,23,M,A3
4159,1628,Rakesh Kulkarni,25,M,A1
4160,1629,Ramesh Kumar,27,M,A1
4161,1629,Anil Rao,31,M,A2
4162,1629,Prakash Yadav,32,T,A3
4163,1630,Kavya Kulkarni,21,T,A1
4164,1630,Suresh Hiremath,26,M,A2
4165,1630,Prakash Sharma,32,M,A3
4166,1630,Karthik Desai,30,M,A4
4167,1631,Pradeep Hiremath,24,M,A1
4168,1631,Shivakumar Hegde,24,M,A2
4169,1631,Rakesh Patil,44,M,A3
4170,1632,Puneeth Patil,37,M,A1
4171,1632,Vijay Hegde,28,M,A2
4172,1633,Santosh Joshi,23,M,A1
4173,1633,Anusha Rao,44,F,A2
4174,1633,Basavaraj Bhat,25,M,A3
