ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
1281,1281,"Sangeetha Reddy",59,4,1,9,F
1282,1282,"Darshan Bhat",68,6,2,8,M
1283,1283,"Sunil Desai",78,14,4,1,M
1284,1284,"Shivakumar Desai",75,13,1,7,M
1285,1285,"Manjunath Patil",38,19,1,6,M
1286,1286,"Darshan Kumar",57,7,3,10,M
1287,1287,"Suma Hiremath",43,1,5,8,F
1288,1288,"Mahesh Kulkarni",42,3,4,8,M
1289,1289,"Sudeep Gowda",41,1,3,2,M
1290,1290,"Darshan Reddy",36,19,2,5,M
1291,1291,"Ramesh Desai",51,13,4,6,M
1292,1292,"Sangeetha Hegde",51,16,5,5,F
1293,1293,"Prakash Reddy",45,14,1,4,M
1294,1294,"Vinay Patil",77,10,5,4,M
1295,1295,"Prakash Naik",33,10,2,5,M
1296,1296,"Sahana Reddy",58,13,4,9,F
1297,1297,"Karthik Desai",21,4,2,8,M
1298,1298,"Ramya Hiremath",78,9,4,2,F
1299,1299,"Santosh Kumar",69,6,4,7,M
1300,1300,"Puneeth Yadav",62,18,2,3,M
1301,1301,"Ramya Gowda",46,8,2,7,F
1302,1302,"Shruthi Hegde",32,13,4,8,F
1303,1303,"Bhagya Naik",30,4,5,1,F
1304,1304,"Abhishek Joshi",69,3,3,10,M
1305,1305,"Pradeep Rao",33,6,2,5,M
1306,1306,"Nithin Yadav",77,12,1,9,M
1307,1307,"Divya Gowda",30,5,1,1,F
1308,1308,"Karthik Hegde",78,6,3,5,M
1309,1309,"Roopa Kulkarni",33,2,1,8,F
1310,1310,"Arun Sharma",41,7,1,8,M
1311,1311,"Puneeth Hiremath",31,19,2,2,M
1312,1312,"Karthik Desai",19,1,1,6,M
1313,1313,"Kiran Yadav",30,7,3,8,M
1314,1314,"Karthik Hegde",73,9,2,5,M
1315,1315,"Suresh Kumar",46,14,4,10,M
1316,1316,"Sahana Shetty",44,6,1,4,F
1317,1317,"Sunil Kumar",38,3,1,5,M
1318,1318,"Kiran Gowda",45,2,3,5,M
1319,1319,"Pradeep Naik",58,18,5,4,M
1320,1320,"Anusha Naik",38,2,1,7,F
1321,1321,"Suresh Joshi",46,5,4,7,M
1322,1322,"Santosh Desai",73,4,2,2,M
1323,1323,"Puneeth Sharma",50,7,3,8,M
1324,1324,"Mahesh Singh",22,19,2,6,M
1325,1325,"Vinay Desai",44,3,2,10,M
1326,1326,"Geetha Joshi",60,10,1,3,F
1327,1327,"Rekha Kumar",55,16,1,9,F
1328,1328,"Karthik Naik",32,8,5,1,M
1329,1329,"Puneeth Kulkarni",71,5,2,5,M
1330,1330,"Karthik Bhat",53,10,1,6,T
1331,1331,"Suresh Yadav",62,19,3,6,M
1332,1332,"Ramesh Gowda",36,12,5,3,M
1333,1333,"Anil Yadav",53,1,3,4,M
1334,1334,"Pooja Desai",59,11,4,8,F
1335,1335,"Ramesh Desai",65,2,1,1,M
1336,1336,"Darshan Hegde",46,3,1,9,M
1337,1337,"Karthik Desai",54,8,1,6,M
1338,1338,"Vijay Hiremath",74,2,2,6,M
1339,1339,"Swathi Sharma",77,20,2,10,F
1340,1340,"Vijay Naik",48,5,3,2,M
1341,1341,"Pradeep Singh",45,12,2,7,M
1342,1342,"Suma Sharma",20,15,1,3,F
1343,1343,"Mahesh Hegde",64,6,1,6,M
1344,1344,"Meghana Bhat",46,18,4,1,F
1345,1345,"Suma Desai",32,16,4,8,F
1346,1346,"Santosh Shetty",40,2,4,10,M
1347,1347,"Pradeep Rao",66,12,5,10,M
1348,1348,"Karthik Bhat",47,4,3,7,M
1349,1349,"Sudeep Sharma",40,10,2,9,M
1350,1350,"Kiran Desai",30,20,2,5,M
1351,1351,"Nithin Hiremath",40,6,3,2,M
1352,1352,"Anusha Singh",21,12,4,9,F
1353,1353,"Pooja Naik",45,2,1,2,F
1354,1354,"Ramya Rao",78,9,1,1,F
1355,1355,"Kiran Naik",77,11,5,7,M
1356,1356,"Kiran Sharma",40,1,3,3,M
1357,1357,"Shilpa Rao",49,13,1,6,F
1358,1358,"Ramesh Joshi",35,10,1,5,M
1359,1359,"Sunil Singh",20,14,5,9,M
1360,1360,"Basavaraj Gowda",20,13,4,2,M
1361,1361,"Puneeth Kulkarni",80,12,3,8,M
1362,1362,"Swathi Patil",58,17,5,2,F
1363,1363,"Suresh Hiremath",57,6,1,7,M
1364,1364,"Geetha Patil",26,12,2,7,F
1365,1365,"Kavya Gowda",43,17,3,4,F
1366,1366,"Sangeetha Naik",31,9,4,1,F
1367,1367,"Kavya Reddy",75,18,5,1,F
1368,1368,"Kiran Rao",38,15,5,9,M
1369,1369,"Vinay Kumar",31,14,5,3,M
1370,1370,"Santosh Kulkarni",57,18,1,10,M
1371,1371,"Swathi Desai",78,4,5,8,F
1372,1372,"Suma Kulkarni",47,2,4,3,F
1373,1373,"Manjunath Yadav",71,7,4,8,M
1374,1374,"Anil Rao",41,3,4,10,M
1375,1375,"Prakash Kumar",34,18,3,5,M
1376,1376,"Shivakumar Gowda",45,14,3,1,M
1377,1377,"Pradeep Sharma",19,8,4,4,M
1378,1378,"Santosh Joshi",79,4,4,9,M
1379,1379,"Darshan Hegde",75,11,3,3,M
1380,1380,"Puneeth Singh",63,14,5,9,M
1381,1381,"Karthik Naik",41,3,3,10,T
1382,1382,"Kavya Yadav",22,12,5,6,F
1383,1383,"Rashmi Hegde",60,15,2,1,F
1384,1384,"Suma Joshi",35,14,3,4,F
1385,1385,"Bhagya Sharma",39,12,5,9,F
1386,1386,"Rekha Naik",32,16,3,1,F
1387,1387,"Shivakumar Shetty",19,6,5,10,M
1388,1388,"Vinay Shetty",18,19,5,10,M
1389,1389,"Karthik Bhat",67,1,5,1,M
1390,1390,"Ramesh Desai",57,1,4,1,M
1391,1391,"Vijay Patil",34,17,5,4,M
1392,1392,"Shruthi Reddy",44,11,5,10,F
1393,1393,"Pooja Yadav",65,1,1,3,F
1394,1394,"Nithin Rao",29,13,5,10,M
1395,1395,"Basavaraj Hiremath",35,12,4,4,M
1396,1396,"Nithin Singh",61,12,3,8,M
1397,1397,"Rakesh Naik",56,1,3,4,M
1398,1398,"Pradeep Singh",31,4,5,10,M
1399,1399,"Anil Sharma",46,20,4,9,M
1400,1400,"Darshan Shetty",22,17,1,5,M
1401,1401,"Shilpa Naik",46,7,1,6,F
1402,1402,"Darshan Rao",45,18,5,1,T
1403,1403,"Suresh Yadav",75,5,5,5,M
1404,1404,"Meghana Sharma",63,8,1,4,F
1405,1405,"Pradeep Rao",67,12,1,10,M
1406,1406,"Vijay Sharma",31,6,4,9,M
1407,1407,"Basavaraj Hegde",45,4,3,2,M
1408,1408,"Karthik Singh",40,16,5,7,M
1409,1409,"Shivakumar Rao",51,12,5,8,M
1410,1410,"Mahesh Desai",52,14,2,4,M
1411,1411,"Asha Gowda",67,4,3,8,F
1412,1412,"Sangeetha Singh",62,6,3,7,F
1413,1413,"Shivakumar Hiremath",20,2,4,9,M
1414,1414,"Mahesh Sharma",55,8,4,4,M
1415,1415,"Vinay Hiremath",49,1,4,2,M
1416,1416,"Meghana Sharma",72,17,1,5,F
1417,1417,"Kavya Shetty",69,20,4,5,F
1418,1418,"Ramya Gowda",44,13,1,9,F
1419,1419,"Ramesh Gowda",58,6,3,2,M
1420,1420,"Suresh Joshi",42,2,5,9,M
1421,1421,"Nithin Rao",44,4,4,4,M
1422,1422,"Vinay Hiremath",46,14,3,4,M
1423,1423,"Arun Kulkarni",24,1,1,4,M
1424,1424,"Manjunath Reddy",57,16,3,1,M
1425,1425,"Manjunath Joshi",57,16,1,1,M
1426,1426,"Suresh Kulkarni",41,1,4,10,M
1427,1427,"Sunil Yadav",51,11,3,4,M
1428,1428,"Vinay Desai",37,6,5,2,M
1429,1429,"Rakesh Desai",42,3,3,4,M
1430,1430,"Rashmi Gowda",33,4,5,9,F
1431,1431,"Pradeep Sharma",32,18,2,1,M
1432,1432,"Shilpa Gowda",39,14,5,2,F
1433,1433,"Anusha Rao",52,9,2,8,F
1434,1434,"Vinay Singh",42,18,1,7,M
1435,1435,"Sunil Rao",57,15,3,4,M
1436,1436,"Sudeep Shetty",59,4,4,9,M
1437,1437,"Meghana Reddy",43,10,4,3,F
1438,1438,"Suresh Kumar",46,13,3,8,M
1439,1439,"Pooja Kumar",43,8,2,9,F
1440,1440,"Suresh Rao",51,19,2,1,M
1441,1441,"Basavaraj Kulkarni",70,3,3,7,M
1442,1442,"Anil Gowda",34,7,4,9,T
1443,1443,"Anusha Naik",45,8,3,8,F
1444,1444,"Ramesh Bhat",25,3,4,2,M
1445,1445,"Sahana Hiremath",38,11,1,1,F
1446,1446,"Mahesh Desai",38,16,1,6,M
1447,1447,"Mahesh Hiremath",56,13,5,8,M
1448,1448,"Ramesh Reddy",46,9,3,2,M
1449,1449,"Rekha Kumar",60,2,4,3,F
1450,1450,"Nithin Sharma",47,7,2,3,M
1451,1451,"Swathi Kulkarni",36,9,5,9,F
1452,1452,"Puneeth Singh",21,3,1,10,M
1453,1453,"Prakash Reddy",51,12,5,8,M
1454,1454,"Nithin Rao",43,8,5,7,M
1455,1455,"Sangeetha Kulkarni",24,5,1,8,F
1456,1456,"Suresh Rao",58,9,2,8,M
1457,1457,"Roopa Patil",64,5,2,5,F
1458,1458,"Anil Kumar",70,14,1,8,M
1459,1459,"Rashmi Joshi",31,12,3,5,F
1460,1460,"Kiran Joshi",51,11,2,10,M
1461,1461,"Nithin Bhat",19,12,4,9,M
1462,1462,"Santosh Singh",46,7,1,2,M
1463,1463,"Vinay Patil",51,19,1,8,M
1464,1464,"Vijay Shetty",76,3,4,10,M
1465,1465,"Vijay Kulkarni",22,13,4,5,M
1466,1466,"Swathi Joshi",48,16,4,9,F
1467,1467,"Karthik Singh",21,1,2,4,M
1468,1468,"Darshan Hiremath",60,15,3,6,M
1469,1469,"Vijay Rao",80,14,1,2,M
1470,1470,"Asha Yadav",75,14,2,6,F
1471,1471,"Anil Reddy",39,15,3,3,M
1472,1472,"Manjunath Desai",63,15,1,6,M
1473,1473,"Rashmi Hegde",63,12,2,4,F
1474,1474,"Anusha Kulkarni",49,5,3,5,F
1475,1475,"Kiran Reddy",44,6,5,10,M
1476,1476,"Geetha Hiremath",37,9,1,5,F
1477,1477,"Puneeth Bhat",37,6,1,8,M
1478,1478,"Anil Singh",51,16,5,4,M
1479,1479,"Mahesh Naik",37,15,2,10,M
1480,1480,"Santosh Gowda",56,19,1,8,M
1481,1481,"Vinay Naik",47,14,3,9,M
1482,1482,"Meghana Rao",55,5,1,4,F
1483,1483,"Ramya Kumar",73,15,1,3,F
1484,1484,"Prakash Desai",47,17,2,5,M
1485,1485,"Puneeth Joshi",39,17,3,9,M
1486,1486,"Divya Hegde",51,9,4,10,T
1487,1487,"Shilpa Bhat",67,12,1,10,F
1488,1488,"Roopa Sharma",62,10,5,8,F
1489,1489,"Mahesh Singh",33,7,4,9,M
1490,1490,"Pradeep Hiremath",35,6,3,6,M
1491,1491,"Meghana Patil",45,4,1,9,F
1492,1492,"Sangeetha Joshi",35,15,1,2,F
1493,1493,"Divya Hiremath",21,9,2,7,F
1494,1494,"Sangeetha Patil",47,15,5,1,F
1495,1495,"Vijay Kulkarni",21,15,4,10,M
1496,1496,"Abhishek Joshi",38,6,3,9,M
1497,1497,"Ramya Singh",38,10,5,3,F
1498,1498,"Mahesh Hiremath",35,6,5,9,M
1499,1499,"Anusha Patil",66,13,1,2,F
1500,1500,"Anusha Naik",39,15,3,9,F
1501,1501,"Shivakumar Hiremath",41,20,1,7,M
1502,1502,"Meghana Reddy",65,8,3,10,F
1503,1503,"Rashmi Hiremath",24,6,5,7,F
1504,1504,"Santosh Bhat",28,8,2,1,M
1505,1505,"Santosh Rao",52,8,3,1,M
1506,1506,"Sunil Gowda",53,2,5,1,M
1507,1507,"Puneeth Kulkarni",30,9,4,3,M
1508,1508,"Shilpa Joshi",39,3,2,5,F
1509,1509,"Divya Kumar",59,19,3,10,F
1510,1510,"Swathi Hegde",53,1,4,1,F
1511,1511,"Shruthi Rao",39,2,3,6,F
1512,1512,"Rashmi Yadav",50,3,3,4,F
1513,1513,"Roopa Naik",64,15,1,7,F
1514,1514,"Manjunath Desai",43,19,1,1,M
1515,1515,"Ramesh Singh",20,7,1,1,M
1516,1516,"Suresh Hegde",43,4,1,6,M
1517,1517,"Mahesh Kumar",38,14,3,1,M
1518,1518,"Ramya Kulkarni",59,8,2,7,F
1519,1519,"Swathi Patil",19,17,1,3,F
1520,1520,"Pradeep Hiremath",71,3,1,1,M
1521,1521,"Prakash Bhat",34,8,3,2,M
1522,1522,"Vinay Yadav",54,4,1,1,M
1523,1523,"Roopa Patil",43,16,4,1,F
1524,1524,"Rekha Shetty",55,2,3,1,F
1525,1525,"Divya Yadav",49,15,3,6,F
1526,1526,"Divya Reddy",39,18,2,9,F
1527,1527,"Abhishek Bhat",69,1,5,3,M
1528,1528,"Manjunath Sharma",74,13,1,7,M
1529,1529,"Kavya Rao",53,11,4,9,F
1530,1530,"Kavya Hegde",46,1,1,3,F
1531,1531,"Suresh Gowda",42,19,2,9,M
1532,1532,"Geetha Patil",26,8,1,6,F
1533,1533,"Sahana Yadav",78,20,3,6,F
1534,1534,"Basavaraj Hiremath",63,2,2,7,M
1535,1535,"Suresh Singh",51,3,3,7,M
1536,1536,"Rashmi Hegde",43,11,5,7,F
1537,1537,"Bhagya Rao",44,12,4,6,F
1538,1538,"Sahana Naik",49,15,1,6,F
1539,1539,"Sahana Hegde",75,17,2,5,F
1540,1540,"Bhagya Patil",52,7,4,9,F
1541,1541,"Vijay Shetty",33,7,1,5,M
1542,1542,"Puneeth Kulkarni",65,6,2,5,M
1543,1543,"Suresh Naik",67,6,2,2,M
1544,1544,"Rekha Hegde",33,18,2,4,F
1545,1545,"Karthik Sharma",30,9,2,6,M
1546,1546,"Shruthi Hiremath",77,5,5,5,F
1547,1547,"Kavya Reddy",41,1,3,10,F
1548,1548,"Arun Yadav",46,7,2,2,T
1549,1549,"Shivakumar Sharma",56,19,2,1,M
1550,1550,"Rekha Kumar",49,7,3,10,F
1551,1551,"Asha Kulkarni",24,3,5,4,F
1552,1552,"Nithin Patil",34,11,4,9,M
1553,1553,"Rekha Desai",31,4,3,1,F
1554,1554,"Swathi Reddy",30,11,2,6,F
1555,1555,"Sunil Reddy",49,2,5,7,M
1556,1556,"Anusha Gowda",25,13,3,6,F
1557,1557,"Roopa Gowda",49,8,4,3,F
1558,1558,"Pooja Desai",39,5,1,8,F
1559,1559,"Rakesh Rao",42,8,1,5,M
1560,1560,"Rakesh Sharma",46,12,3,10,M
1561,1561,"Prakash Singh",62,10,5,10,M
1562,1562,"Arun Shetty",69,10,2,4,M
1563,1563,"Meghana Kulkarni",61,12,4,9,F
1564,1564,"Meghana Joshi",58,10,3,1,F
1565,1565,"Sudeep Hiremath",42,10,5,7,M
1566,1566,"Kiran Kulkarni",25,1,4,10,M
1567,1567,"Karthik Rao",48,18,3,7,M
1568,1568,"Darshan Patil",35,19,4,1,M
1569,1569,"Sahana Joshi",35,12,2,4,F
1570,1570,"Nithin Sharma",55,3,3,4,M
1571,1571,"Meghana Kulkarni",28,3,4,7,F
1572,1572,"Sunil Hiremath",53,8,2,10,M
1573,1573,"Shivakumar Yadav",47,1,2,6,M
1574,1574,"Rashmi Bhat",77,12,2,9,F
1575,1575,"Basavaraj Rao",57,13,4,9,M
1576,1576,"Puneeth Bhat",61,14,5,10,M
1577,1577,"Sahana Reddy",50,13,2,8,F
1578,1578,"Meghana Rao",29,6,5,8,F
1579,1579,"Manjunath Singh",27,7,5,2,M
1580,1580,"Pradeep Desai",40,20,5,10,M
1581,1581,"Sunil Kulkarni",54,12,1,5,M
1582,1582,"Vijay Joshi",63,5,1,3,M
1583,1583,"Arun Hegde",18,7,3,4,M
1584,1584,"Basavaraj Shetty",62,6,3,5,M
1585,1585,"Arun Bhat",48,9,3,9,M
1586,1586,"Shilpa Naik",44,15,3,7,F
1587,1587,"Meghana Naik",42,12,2,2,F
1588,1588,"Karthik Joshi",23,13,4,9,T
1589,1589,"Swathi Patil",32,12,1,10,F
1590,1590,"Rakesh Yadav",33,17,3,9,M
1591,1591,"Kavya Yadav",60,2,5,10,F
1592,1592,"Abhishek Patil",79,15,4,10,M
1593,1593,"Ramesh Bhat",70,9,4,3,M
1594,1594,"Bhagya Kulkarni",58,14,3,2,F
1595,1595,"Karthik Yadav",68,9,3,10,M
1596,1596,"Meghana Kumar",31,8,1,8,F
1597,1597,"Pradeep Kumar",48,2,2,4,M
1598,1598,"Divya Desai",36,15,2,9,F
1599,1599,"Anusha Hegde",37,11,2,5,F
1600,1600,"Roopa Desai",64,3,1,2,F
1601,1601,"Manjunath Joshi",24,2,2,8,M
1602,1602,"Ramesh Sharma",66,12,1,8,M
1603,1603,"Sangeetha Patil",55,18,2,6,F
1604,1604,"Suma Singh",18,10,2,7,F
1605,1605,"Pradeep Bhat",66,8,5,1,M
1606,1606,"Anil Singh",34,8,5,6,M
1607,1607,"Sangeetha Bhat",26,11,1,3,F
1608,1608,"Suresh Reddy",23,1,3,6,M
1609,1609,"Ramya Yadav",38,15,5,8,F
1610,1610,"Pooja Yadav",55,9,1,4,F
1611,1611,"Shivakumar Reddy",56,9,5,1,M
1612,1612,"Swathi Kumar",53,14,2,4,F
1613,1613,"Sunil Shetty",58,20,4,4,M
1614,1614,"Ramesh Kulkarni",36,8,3,2,M
1615,1615,"Anusha Reddy",33,11,1,8,F
1616,1616,"Pradeep Desai",36,1,4,7,M
1617,1617,"Prakash Kulkarni",46,5,1,5,M
1618,1618,"Sahana Hiremath",39,8,5,2,F
1619,1619,"Mahesh Joshi",56,16,2,3,M
1620,1620,"Abhishek Sharma",60,17,2,8,M
1621,1621,"Ramya Reddy",49,11,3,4,F
1622,1622,"Kavya Gowda",57,16,2,5,F
1623,1623,"Suresh Singh",49,17,5,6,M
1624,1624,"Anil Gowda",66,2,1,3,M
1625,1625,"Roopa Sharma",73,3,5,5,F
1626,1626,"Kavya Bhat",42,5,2,8,F
1627,1627,"Darshan Rao",38,20,1,5,M
1628,1628,"Ramya Yadav",76,6,1,6,F
1629,1629,"Roopa Rao",77,11,3,3,F
1630,1630,"Prakash Naik",39,19,4,5,M
1631,1631,"Sahana Hegde",21,17,1,9,F
1632,1632,"Roopa Hiremath",30,8,1,2,F
1633,1633,"Swathi Patil",22,15,5,1,F
1634,1634,"Asha Patil",18,16,1,1,F
1635,1635,"Kavya Hegde",24,2,1,2,F
1636,1636,"Prakash Sharma",71,14,2,3,M
1637,1637,"Anil Hiremath",38,11,1,3,M
1638,1638,"Sunil Bhat",43,10,5,8,M
1639,1639,"Anil Yadav",32,20,4,5,M
1640,1640,"Sangeetha Joshi",56,4,2,8,F
1641,1641,"Asha Kumar",27,20,3,7,F
1642,1642,"Mahesh Kumar",26,14,3,8,T
1643,1643,"Manjunath Reddy",76,13,2,4,M
1644,1644,"Sangeetha Patil",54,2,5,9,F
1645,1645,"Abhishek Bhat",66,13,5,5,M
1646,1646,"Suma Kulkarni",26,19,2,1,F
1647,1647,"Puneeth Kulkarni",39,12,3,1,M
1648,1648,"Roopa Kumar",56,11,2,6,F
1649,1649,"Shilpa Hegde",32,20,2,6,F
1650,1650,"Divya Yadav",68,16,5,5,F
1651,1651,"Nithin Hiremath",57,11,5,5,M
1652,1652,"Shruthi Naik",66,12,4,2,F
1653,1653,"Anil Yadav",70,12,1,9,M
1654,1654,"Nithin Hiremath",73,12,1,9,M
1655,1655,"Swathi Kumar",54,7,3,10,F
1656,1656,"Prakash Shetty",47,1,1,9,M
1657,1657,"Santosh Shetty",39,13,4,6,M
1658,1658,"Abhishek Sharma",45,12,1,2,M
1659,1659,"Suma Rao",47,10,5,7,F
1660,1660,"Anil Hiremath",41,14,2,9,M
1661,1661,"Puneeth Patil",74,13,4,8,M
1662,1662,"Darshan Patil",31,4,5,5,M
1663,1663,"Ramya Naik",58,13,4,9,F
1664,1664,"Vinay Kulkarni",49,8,5,7,M
1665,1665,"Kiran Kumar",51,14,4,7,M
1666,1666,"Sahana Kumar",61,2,1,9,F
1667,1667,"Rashmi Kulkarni",22,3,4,8,F
1668,1668,"Abhishek Shetty",32,3,3,6,M
1669,1669,"Meghana Gowda",30,19,4,3,F
1670,1670,"Santosh Shetty",60,19,2,3,M
1671,1671,"Puneeth Desai",80,3,2,3,M
1672,1672,"Suresh Patil",21,17,4,5,M
1673,1673,"Anusha Kumar",37,12,5,2,F
1674,1674,"Ramya Desai",21,5,4,7,F
1675,1675,"Pooja Shetty",80,16,3,1,F
1676,1676,"Sahana Hegde",20,1,4,3,F
1677,1677,"Rekha Singh",65,11,2,7,F
1678,1678,"Manjunath Bhat",47,16,4,10,M
1679,1679,"Santosh Shetty",78,12,5,4,M
1680,1680,"Divya Desai",59,3,3,7,F
1681,1681,"Prakash Reddy",22,17,2,2,M
1682,1682,"Ramesh Kumar",65,14,1,5,M
1683,1683,"Roopa Joshi",50,2,3,7,F
1684,1684,"Nithin Yadav",56,18,5,4,M
1685,1685,"Anil Rao",34,5,4,7,M
1686,1686,"Sunil Desai",80,1,2,5,M
1687,1687,"Kavya Shetty",72,2,4,8,F
1688,1688,"Arun Desai",36,11,3,4,M
1689,1689,"Puneeth Naik",43,2,3,4,M
1690,1690,"Vijay Kumar",39,20,1,8,M
1691,1691,"Shilpa Sharma",40,2,5,6,F
1692,1692,"Kavya Hiremath",34,10,3,4,F
1693,1693,"Manjunath Shetty",30,9,1,8,M
1694,1694,"Mahesh Sharma",50,19,3,6,M
1695,1695,"Suresh Hiremath",56,13,3,5,M
1696,1696,"Manjunath Rao",49,5,4,3,M
1697,1697,"Sudeep Hegde",56,12,2,10,M
1698,1698,"Geetha Kulkarni",32,3,2,7,F
1699,1699,"Basavaraj Hegde",77,15,4,6,M
1700,1700,"Swathi Rao",22,8,5,7,F
1701,1701,"Suma Gowda",78,14,5,10,F
1702,1702,"Shruthi Rao",29,7,5,6,F
1703,1703,"Sunil Hegde",30,2,3,6,M
1704,1704,"Roopa Reddy",31,6,2,3,F
1705,1705,"Basavaraj Rao",58,18,4,9,M
1706,1706,"Vinay Kumar",60,3,5,1,M
1707,1707,"Divya Singh",36,18,3,9,F
1708,1708,"Pooja Gowda",39,5,4,6,F
1709,1709,"Shruthi Reddy",53,12,1,2,F
1710,1710,"Rekha Singh",34,8,5,3,F
1711,1711,"Bhagya Patil",49,16,1,3,F
1712,1712,"Shilpa Hegde",57,12,2,4,F
1713,1713,"Suma Joshi",46,4,3,2,F
1714,1714,"Puneeth Bhat",36,5,3,4,M
1715,1715,"Shruthi Hiremath",36,15,5,4,F
1716,1716,"Manjunath Kumar",50,4,1,6,M
1717,1717,"Rekha Kumar",42,6,4,10,F
1718,1718,"Santosh Kulkarni",57,4,3,8,M
1719,1719,"Suresh Gowda",54,12,5,3,M
1720,1720,"Meghana Shetty",23,8,5,6,F
1721,1721,"Karthik Naik",50,16,4,4,M
1722,1722,"Rashmi Gowda",42,18,3,10,F
1723,1723,"Manjunath Joshi",33,4,3,2,M
1724,1724,"Kiran Gowda",47,11,1,5,M
1725,1725,"Shivakumar Yadav",69,16,1,6,M
1726,1726,"Sunil Yadav",43,20,1,2,M
1727,1727,"Shilpa Reddy",47,19,4,9,F
1728,1728,"Rakesh Reddy",43,15,1,9,M
1729,1729,"Suresh Gowda",50,4,2,2,M
1730,1730,"Shruthi Shetty",55,15,4,9,F
1731,1731,"Arun Bhat",68,1,5,9,M
1732,1732,"Vinay Shetty",44,6,2,2,M
1733,1733,"Kavya Kulkarni",48,2,3,8,F
1734,1734,"Swathi Reddy",61,4,1,2,F
1735,1735,"Kiran Bhat",41,1,2,4,M
1736,1736,"Shilpa Gowda",22,19,5,10,F
1737,1737,"Santosh Hegde",57,2,2,8,M
1738,1738,"Sudeep Yadav",74,7,4,3,M
1739,1739,"Arun Shetty",60,16,3,6,M
1740,1740,"Vinay Desai",73,2,4,5,M
1741,1741,"Puneeth Shetty",77,13,2,5,M
1742,1742,"Santosh Hiremath",47,17,3,7,M
1743,1743,"Geetha Naik",20,12,4,3,F
1744,1744,"Swathi Kumar",71,15,4,6,F
1745,1745,"Asha Desai",43,9,4,9,F
1746,1746,"Prakash Hiremath",33,19,4,2,M
1747,1747,"Bhagya Hiremath",46,6,1,6,F
1748,1748,"Sunil Yadav",39,11,1,6,M
1749,1749,"Kiran Reddy",76,11,3,3,M
1750,1750,"Divya Hegde",25,4,1,4,F
1751,1751,"Bhagya Joshi",46,11,3,8,F
1752,1752,"Kiran Yadav",27,10,4,10,M
1753,1753,"Puneeth Singh",37,19,2,10,M
1754,1754,"Karthik Bhat",59,7,4,9,M
1755,1755,"Anil Singh",50,14,4,5,M
1756,1756,"Puneeth Shetty",49,12,3,9,M
1757,1757,"Vijay Hegde",59,20,4,2,M
1758,1758,"Swathi Yadav",51,10,3,9,F
1759,1759,"Sahana Gowda",49,8,4,7,F
1760,1760,"Manjunath Rao",22,8,2,3,M
1761,1761,"Shilpa Reddy",58,16,2,10,F
1762,1762,"Kavya Rao",47,5,3,6,F
1763,1763,"Roopa Bhat",72,13,3,7,F
1764,1764,"Rakesh Joshi",30,18,2,4,M
1765,1765,"Karthik Hiremath",28,19,4,4,M
1766,1766,"Vijay Desai",49,18,3,5,M
1767,1767,"Sangeetha Singh",31,2,1,1,F
1768,1768,"Santosh Hiremath",30,13,1,2,M
1769,1769,"Sudeep Hiremath",30,4,4,6,M
1770,1770,"Shilpa Patil",50,6,4,3,F
1771,1771,"Meghana Naik",45,15,3,2,F
1772,1772,"Abhishek Rao",24,3,5,3,M
1773,1773,"Ramesh Reddy",36,17,2,4,M
1774,1774,"Ramya Singh",73,10,5,7,F
1775,1775,"Abhishek Naik",35,11,4,1,M
1776,1776,"Roopa Hegde",67,3,5,1,F
1777,1777,"Sunil Kumar",45,13,2,9,M
1778,1778,"Sahana Gowda",27,10,4,2,F
1779,1779,"Suresh Yadav",68,10,5,2,M
1780,1780,"Vinay Shetty",44,7,3,2,M
1781,1781,"Santosh Joshi",58,7,2,8,M
1782,1782,"Anusha Joshi",66,12,1,10,F
1783,1783,"Abhishek Bhat",73,4,1,10,M
1784,1784,"Abhishek Reddy",50,3,4,8,M
1785,1785,"Ramesh Joshi",63,16,1,7,T
1786,1786,"Manjunath Kumar",46,15,2,3,M
1787,1787,"Bhagya Joshi",45,12,5,1,F
1788,1788,"Arun Reddy",65,11,4,1,M
1789,1789,"Sahana Rao",30,16,5,1,F
1790,1790,"Darshan Kumar",58,6,3,2,M
1791,1791,"Santosh Bhat",72,19,5,9,M
1792,1792,"Basavaraj Patil",18,17,5,10,M
1793,1793,"Karthik Reddy",67,20,1,2,M
1794,1794,"Kiran Kulkarni",80,16,1,1,M
1795,1795,"Prakash Hegde",57,9,5,2,M
1796,1796,"Rakesh Joshi",19,3,5,9,M
1797,1797,"Sunil Naik",35,19,3,2,M
1798,1798,"Mahesh Kulkarni",73,18,5,4,M
1799,1799,"Suma Hegde",43,18,2,4,F
1800,1800,"Basavaraj Yadav",35,1,5,2,M
1801,1801,"Kiran Rao",71,12,3,9,M
1802,1802,"Bhagya Hiremath",63,8,2,1,F
1803,1803,"Rashmi Naik",79,20,1,3,F
1804,1804,"Mahesh Shetty",56,13,1,5,M
1805,1805,"Basavaraj Kulkarni",39,8,5,10,M
1806,1806,"Darshan Singh",25,14,4,3,M
1807,1807,"Ramya Yadav",40,1,1,9,F
1808,1808,"Anil Gowda",54,13,3,9,M
1809,1809,"Vinay Yadav",38,3,4,7,M
1810,1810,"Rekha Gowda",72,3,4,10,F
1811,1811,"Vinay Hiremath",34,9,1,8,M
1812,1812,"Mahesh Shetty",69,20,5,4,M
